source_url,type,filename,extension,used_on,dimensions,approximate_size,alt_text,migration_priority,notes
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/ESTRATEGIAS-DE-PREVENCION-Y-PROTOCOLO-DE-ACTUACION-FRENTE-A-SITUACIONES-DE-MALTRATO-COLEGIO-CONQUISTADORES-2024.pdf","document","ESTRATEGIAS-DE-PREVENCION-Y-PROTOCOLO-DE-ACTUACION-FRENTE-A-SITUACIONES-DE-MALTRATO-COLEGIO-CONQUISTADORES-2024.pdf","pdf","/documentos/; /protocolos-internos/","unknown","262 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Helen_Gonzalez_profesora_de_lenguaje_apoyo_en_I_ciclo-150x150.png","image","Helen_Gonzalez_profesora_de_lenguaje_apoyo_en_I_ciclo-150x150.png","png","/personal/","150x150","36 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Helen_Gonzalez_profesora_de_lenguaje_apoyo_en_I_ciclo-300x300.png","image","Helen_Gonzalez_profesora_de_lenguaje_apoyo_en_I_ciclo-300x300.png","png","/personal/","300x300","112 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Helen_Gonzalez_profesora_de_lenguaje_apoyo_en_I_ciclo.png","image","Helen_Gonzalez_profesora_de_lenguaje_apoyo_en_I_ciclo.png","png","/personal/","433x433","65 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Karen_collao_Tec._educ._Diferencial-modified-removebg-preview-modified-150x150.png","image","Karen_collao_Tec._educ._Diferencial-modified-removebg-preview-modified-150x150.png","png","/personal/","150x150","33 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Karen_collao_Tec._educ._Diferencial-modified-removebg-preview-modified-300x300.png","image","Karen_collao_Tec._educ._Diferencial-modified-removebg-preview-modified-300x300.png","png","/personal/","300x300","104 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Karen_collao_Tec._educ._Diferencial-modified-removebg-preview-modified.png","image","Karen_collao_Tec._educ._Diferencial-modified-removebg-preview-modified.png","png","/personal/","497x497","73 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/PROTOCOLO-DE-ACCIDENTES-ESCOLARES-COLEGIO-CONQUISTADORES-2024.pdf","document","PROTOCOLO-DE-ACCIDENTES-ESCOLARES-COLEGIO-CONQUISTADORES-2024.pdf","pdf","/documentos/; /protocolos-internos/","unknown","170 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/PROTOCOLO-DE-IDENTIDAD-DE-GENERO-COLEGIO-CONQUISTADORES-2024.pdf","document","PROTOCOLO-DE-IDENTIDAD-DE-GENERO-COLEGIO-CONQUISTADORES-2024.pdf","pdf","/documentos/; /protocolos-internos/","unknown","189 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Roxana_Henriquez_tens_secretaria-removebg-preview-modified-150x150.png","image","Roxana_Henriquez_tens_secretaria-removebg-preview-modified-150x150.png","png","/personal/","150x150","39 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Roxana_Henriquez_tens_secretaria-removebg-preview-modified-300x300.png","image","Roxana_Henriquez_tens_secretaria-removebg-preview-modified-300x300.png","png","/personal/","300x300","138 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Roxana_Henriquez_tens_secretaria-removebg-preview-modified.png","image","Roxana_Henriquez_tens_secretaria-removebg-preview-modified.png","png","/personal/","434x434","80 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Silvia_sena-150x150.png","image","Silvia_sena-150x150.png","png","/personal/","150x150","38 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Silvia_sena-300x300.png","image","Silvia_sena-300x300.png","png","/personal/","300x300","128 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/01/Silvia_sena.png","image","Silvia_sena.png","png","/personal/","432x432","72 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Aury-Feirlie-150x150.png","image","Aury-Feirlie-150x150.png","png","/personal/","150x150","39 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Aury-Feirlie-300x300.png","image","Aury-Feirlie-300x300.png","png","/personal/","300x300","125 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Aury-Feirlie.png","image","Aury-Feirlie.png","png","/personal/","433x433","70 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Iris-Rojas-150x150.png","image","Iris-Rojas-150x150.png","png","/personal/","150x150","36 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Iris-Rojas-300x300.png","image","Iris-Rojas-300x300.png","png","/personal/","300x300","109 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Iris-Rojas.png","image","Iris-Rojas.png","png","/personal/","429x429","58 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Juan-Pablo-Castillo-150x150.png","image","Juan-Pablo-Castillo-150x150.png","png","/personal/","150x150","38 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Juan-Pablo-Castillo-300x300.png","image","Juan-Pablo-Castillo-300x300.png","png","/personal/","300x300","117 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Juan-Pablo-Castillo.png","image","Juan-Pablo-Castillo.png","png","/personal/","500x500","80 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Karina-Araya-150x150.png","image","Karina-Araya-150x150.png","png","/personal/","150x150","37 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Karina-Araya-300x300.png","image","Karina-Araya-300x300.png","png","/personal/","300x300","117 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Karina-Araya.png","image","Karina-Araya.png","png","/personal/","375x375","56 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Marcel-Vasquez-150x150.png","image","Marcel-Vasquez-150x150.png","png","/personal/","150x150","34 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Marcel-Vasquez-300x300.png","image","Marcel-Vasquez-300x300.png","png","/personal/","300x300","109 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Marcel-Vasquez.png","image","Marcel-Vasquez.png","png","/personal/","500x500","75 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Omar-Rivera-150x150.png","image","Omar-Rivera-150x150.png","png","/personal/","150x150","41 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Omar-Rivera-300x300.png","image","Omar-Rivera-300x300.png","png","/personal/","300x300","138 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/Omar-Rivera.png","image","Omar-Rivera.png","png","/personal/","500x500","97 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-16_at_17.48.15-removebg-preview-modified-150x150.png","image","WhatsApp_Image_2024-04-16_at_17.48.15-removebg-preview-modified-150x150.png","png","/personal/","150x150","31 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-16_at_17.48.15-removebg-preview-modified-300x300.png","image","WhatsApp_Image_2024-04-16_at_17.48.15-removebg-preview-modified-300x300.png","png","/personal/","300x300","94 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-16_at_17.48.15-removebg-preview-modified.png","image","WhatsApp_Image_2024-04-16_at_17.48.15-removebg-preview-modified.png","png","/personal/","433x433","52 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-17_at_14.39.54-removebg-preview-modified-150x150.png","image","WhatsApp_Image_2024-04-17_at_14.39.54-removebg-preview-modified-150x150.png","png","/personal/","150x150","36 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-17_at_14.39.54-removebg-preview-modified-300x300.png","image","WhatsApp_Image_2024-04-17_at_14.39.54-removebg-preview-modified-300x300.png","png","/personal/","300x300","111 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-17_at_14.39.54-removebg-preview-modified.png","image","WhatsApp_Image_2024-04-17_at_14.39.54-removebg-preview-modified.png","png","/personal/","485x485","72 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-17_at_20.28.04-removebg-preview-modified-150x150.png","image","WhatsApp_Image_2024-04-17_at_20.28.04-removebg-preview-modified-150x150.png","png","/personal/","150x150","34 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-17_at_20.28.04-removebg-preview-modified-300x300.png","image","WhatsApp_Image_2024-04-17_at_20.28.04-removebg-preview-modified-300x300.png","png","/personal/","300x300","108 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-17_at_20.28.04-removebg-preview-modified.png","image","WhatsApp_Image_2024-04-17_at_20.28.04-removebg-preview-modified.png","png","/personal/","373x373","49 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-19_at_16.15.13-removebg-preview-modified-150x150.png","image","WhatsApp_Image_2024-04-19_at_16.15.13-removebg-preview-modified-150x150.png","png","/personal/","150x150","31 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-19_at_16.15.13-removebg-preview-modified-300x300.png","image","WhatsApp_Image_2024-04-19_at_16.15.13-removebg-preview-modified-300x300.png","png","/personal/","300x300","93 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp_Image_2024-04-19_at_16.15.13-removebg-preview-modified.png","image","WhatsApp_Image_2024-04-19_at_16.15.13-removebg-preview-modified.png","png","/personal/","473x473","63 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-22-at-16.54.48-3-1024x472.jpeg","image","WhatsApp-Image-2024-04-22-at-16.54.48-3-1024x472.jpeg","jpeg","/2024/04/13/visita-biblioteca-gabriela-mistral/","1024x472","166 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-22-at-16.54.48-3.jpeg","image","WhatsApp-Image-2024-04-22-at-16.54.48-3.jpeg","jpeg","/2024/04/13/visita-biblioteca-gabriela-mistral/; /actividades/","1600x737","319 KB","Visita Biblioteca Gabriela Mistral","media","Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.10.52-1024x1024.jpeg","image","WhatsApp-Image-2024-05-27-at-20.10.52-1024x1024.jpeg","jpeg","/2024/05/17/english-day-conquistaloza/; /author/administrador/; /category/actividades-2024/","1024x1024","165 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.10.52-150x150.jpeg","image","WhatsApp-Image-2024-05-27-at-20.10.52-150x150.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","150x150","8 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.10.52-300x300.jpeg","image","WhatsApp-Image-2024-05-27-at-20.10.52-300x300.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","300x300","25 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.10.52-768x768.jpeg","image","WhatsApp-Image-2024-05-27-at-20.10.52-768x768.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","768x768","107 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.10.52.jpeg","image","WhatsApp-Image-2024-05-27-at-20.10.52.jpeg","jpeg","/2024/05/17/english-day-conquistaloza/; /actividades/; /author/administrador/; /category/actividades-2024/","1080x1080","159 KB","English Day «Conquistaloza»","media","Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.36.54-1024x768.jpeg","image","WhatsApp-Image-2024-05-27-at-20.36.54-1024x768.jpeg","jpeg","/2024/05/10/dia-del-estudiante/","1024x768","138 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-05-27-at-20.36.54.jpeg","image","WhatsApp-Image-2024-05-27-at-20.36.54.jpeg","jpeg","/2024/05/10/dia-del-estudiante/; /actividades/","1280x960","175 KB","Día del estudiante","media","Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-04-at-09.22.05-1-1024x771.jpeg","image","WhatsApp-Image-2024-06-04-at-09.22.05-1-1024x771.jpeg","jpeg","/2024/05/27/glorias-navales/; /author/administrador/; /category/actividades-2024/","1024x771","160 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-04-at-09.22.05-1-1536x1156.jpeg","image","WhatsApp-Image-2024-06-04-at-09.22.05-1-1536x1156.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","1536x1156","289 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-04-at-09.22.05-1-300x226.jpeg","image","WhatsApp-Image-2024-06-04-at-09.22.05-1-300x226.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","300x226","21 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-04-at-09.22.05-1-768x578.jpeg","image","WhatsApp-Image-2024-06-04-at-09.22.05-1-768x578.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","768x578","102 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-04-at-09.22.05-1.jpeg","image","WhatsApp-Image-2024-06-04-at-09.22.05-1.jpeg","jpeg","/2024/05/27/glorias-navales/; /actividades/; /author/administrador/; /category/actividades-2024/","1600x1204","261 KB","Glorias Navales","media","Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/07/PROTOCOLO-TALLERES-Y-ACADEMIAS-COLEGIO-CONQUISTADORES-2024.pdf","document","PROTOCOLO-TALLERES-Y-ACADEMIAS-COLEGIO-CONQUISTADORES-2024.pdf","pdf","/protocolos-internos/","unknown","255 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
